id,text,meaning,sentence,image_url,tug
77,technology,技術,Modern technology is advancing rapidly.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
78,culture,文化,Japanese culture is fascinating.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
79,appropriate,適切な,That is not an appropriate comment.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
80,likely,ありそうな,It is likely to rain tomorrow.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
81,possible,可能な,Is it possible to change the plan?,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
82,individual,個人／個々の,Each individual has different needs.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／形容詞
83,public,公共の／公衆,The park is open to the public.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／形容詞
84,common,一般的な、共通の,This is a common mistake.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
85,certain,確実な、ある程度の,I am certain about my decision.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
86,similar,似ている,These two designs are similar.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
87,recent,最近の,This is a recent study.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
88,major,主要な／専攻,He is a major figure in politics.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞／名詞
89,patient,患者／忍耐強い,The doctor is treating a patient.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／形容詞
90,particular,特定の、特別な,I have a particular interest in music.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
91,physical,身体の、物理的な,Regular exercise is good for physical health.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
92,various,さまざまな,There are various ways to solve this problem.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
93,available,利用可能な,The product is available in stores.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
94,native,母国の、先住の／母国語話者,She is a native speaker of English.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞／名詞
95,political,政治の,He is interested in political issues.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
96,due,期限の、～が原因で,The report is due tomorrow.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
97,blank,空白の／空白,Fill in the blank spaces.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞／名詞
98,ancient,古代の,They found ancient ruins.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞
99,correct,正しい／訂正する,That answer is correct.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,形容詞／動詞
